gene,gene_symbol,highly_variable
IGLV4-3,IGLV4-3,False
LL22NC03-32F9.1,LL22NC03-32F9.1,False
PVALB,PVALB,True
Z83844.1,Z83844.1,False
RP3-402G11.28,RP3-402G11.28,False
CH507-210P18.1,CH507-210P18.1,False
bP-2189O9.3,bP-2189O9.3,False
AF127936.3,AF127936.3,False
AF129408.17,AF129408.17,False
DSCAM-AS1,DSCAM-AS1,True
LINC00323,LINC00323,False
AP001059.6,AP001059.6,False
AP001476.2,AP001476.2,False
RP11-54O7.1,RP11-54O7.1,False
RP11-54O7.11,RP11-54O7.11,False
CHD5,CHD5,False
HNRNPCL2,HNRNPCL2,False
LRRC38,LRRC38,False
RP3-467K16.2,RP3-467K16.2,False
PLA2G2C,PLA2G2C,False
RP3-329E20.2,RP3-329E20.2,False
RP1-150O5.3,RP1-150O5.3,False
SLC30A2,SLC30A2,False
OPRD1,OPRD1,False
RP11-84A19.2,RP11-84A19.2,False
DCDC2B,DCDC2B,False
CSMD2,CSMD2,False
RP4-533D7.4,RP4-533D7.4,False
CYP4A11,CYP4A11,False
LINC01389,LINC01389,False
RP5-1024N4.4,RP5-1024N4.4,False
RP5-1024G6.2,RP5-1024G6.2,False
LDLRAD1,LDLRAD1,False
RP4-598P13.1,RP4-598P13.1,False
ZRANB2-AS1,ZRANB2-AS1,False
RP11-131L23.1,RP11-131L23.1,False
HFM1,HFM1,False
RP5-1180E21.4,RP5-1180E21.4,False
RP11-426L16.3,RP11-426L16.3,False
FAM19A3,FAM19A3,False
AP4B1-AS1,AP4B1-AS1,False
RP11-94I2.4,RP11-94I2.4,False
RP11-107M16.2,RP11-107M16.2,False
DCST1,DCST1,False
RP11-307C12.11,RP11-307C12.11,False
RP11-66D17.5,RP11-66D17.5,False
CASQ1,CASQ1,False
NR1I3,NR1I3,False
LMX1A,LMX1A,False
RP11-479J7.2,RP11-479J7.2,False
RP11-576I22.2,RP11-576I22.2,False
RP1-45C12.1,RP1-45C12.1,False
RP5-1098D14.1,RP5-1098D14.1,False
KIAA1614-AS1,KIAA1614-AS1,False
BRINP3,BRINP3,False
LHX9,LHX9,False
RP11-168O16.1,RP11-168O16.1,False
SYT2,SYT2,False
LINC00628,LINC00628,False
RP11-122M14.1,RP11-122M14.1,True
LINC01352,LINC01352,False
HHIPL2,HHIPL2,False
LEFTY1,LEFTY1,False
IBA57-AS1,IBA57-AS1,False
RP11-521D12.5,RP11-521D12.5,False
RP11-443B20.1,RP11-443B20.1,False
AC020594.5,AC020594.5,False
LINC00211,LINC00211,False
AC104654.2,AC104654.2,False
RP11-477N3.1,RP11-477N3.1,False
AC007381.3,AC007381.3,False
AC009501.4,AC009501.4,False
RP11-418H16.1,RP11-418H16.1,False
FER1L5,FER1L5,False
LYG2,LYG2,True
RP11-1223D19.1,RP11-1223D19.1,False
RP11-231E19.1,RP11-231E19.1,False
LINC01412,LINC01412,False
AC013463.2,AC013463.2,False
B3GALT1,B3GALT1,False
AC078883.3,AC078883.3,False
RP11-324L17.1,RP11-324L17.1,False
AC079305.11,AC079305.11,False
RP11-455J20.3,RP11-455J20.3,False
ALS2CR11,ALS2CR11,False
CDK15,CDK15,True
RP11-378A13.2,RP11-378A13.2,False
ASIC4,ASIC4,False
AC009502.4,AC009502.4,False
NYAP2,NYAP2,False
AC009410.1,AC009410.1,False
TRPM8,TRPM8,False
AC112715.2,AC112715.2,False
KLHL30,KLHL30,True
CROCC2,CROCC2,False
RP11-367H1.1,RP11-367H1.1,False
GRM7,GRM7,False
GRM7-AS1,GRM7-AS1,True
AC023481.1,AC023481.1,False
CAV3,CAV3,False
SRGAP3-AS4,SRGAP3-AS4,False
SLC6A1,SLC6A1,False
RP11-222K16.1,RP11-222K16.1,False
RP11-10C24.1,RP11-10C24.1,False
RP11-285J16.1,RP11-285J16.1,False
CCR3,CCR3,False
RP13-131K19.7,RP13-131K19.7,False
SEMA3B-AS1,SEMA3B-AS1,False
ITIH1,ITIH1,False
ASB14,ASB14,False
RP11-359I18.5,RP11-359I18.5,False
SNTN,SNTN,False
RP11-245J9.5,RP11-245J9.5,False
EPHA3,EPHA3,False
TMPRSS7,TMPRSS7,False
ZBTB20-AS2,ZBTB20-AS2,False
RP11-190C22.8,RP11-190C22.8,False
SEMA5B,SEMA5B,False
RP11-797D24.3,RP11-797D24.3,False
RP11-153F10.2,RP11-153F10.2,False
RP11-517B11.4,RP11-517B11.4,False
RP11-274H2.3,RP11-274H2.3,False
CPB1,CPB1,True
LINC01213,LINC01213,False
IL12A-AS1,IL12A-AS1,False
RP11-3P17.4,RP11-3P17.4,False
RP11-362K14.7,RP11-362K14.7,False
NLGN1,NLGN1,False
LINC01209,LINC01209,False
RP11-255C15.3,RP11-255C15.3,False
RP11-145M9.5,RP11-145M9.5,False
YEATS2-AS1,YEATS2-AS1,False
RP11-132N15.3,RP11-132N15.3,False
RP11-699L21.1,RP11-699L21.1,False
RP11-496H1.2,RP11-496H1.2,False
RP11-1191J2.2,RP11-1191J2.2,True
RP11-586D19.1,RP11-586D19.1,False
RP11-22A3.2,RP11-22A3.2,False
RP11-22A3.1,RP11-22A3.1,False
RP11-665G4.1,RP11-665G4.1,False
PPARGC1A,PPARGC1A,False
RP11-302F12.10,RP11-302F12.10,False
RP11-83C7.1,RP11-83C7.1,False
SHISA3,SHISA3,False
CORIN,CORIN,False
UGT2B11,UGT2B11,True
LINC00989,LINC00989,False
RP11-323J4.1,RP11-323J4.1,False
RP11-710F7.3,RP11-710F7.3,False
RP11-381N20.1,RP11-381N20.1,False
RP11-184M15.1,RP11-184M15.1,False
GYPE,GYPE,False
LSINCT5,LSINCT5,False
RP11-480D4.6,RP11-480D4.6,False
SLC45A2,SLC45A2,False
CTD-2024P10.2,CTD-2024P10.2,False
CTD-2263F21.1,CTD-2263F21.1,False
HCN1,HCN1,False
RP11-307L14.2,RP11-307L14.2,False
CTC-366B18.2,CTC-366B18.2,False
RASGRF2-AS1,RASGRF2-AS1,True
SPATA9,SPATA9,False
PCSK1,PCSK1,False
TMED7-TICAM2,TMED7-TICAM2,False
LINC01170,LINC01170,False
RP11-89G4.1,RP11-89G4.1,False
CATSPER3,CATSPER3,False
SLC4A9,SLC4A9,False
PCDHA3,PCDHA3,False
PCDHA5,PCDHA5,False
PCDHB1,PCDHB1,True
SPINK9,SPINK9,False
RP11-44B19.1,RP11-44B19.1,False
RP11-394O4.3,RP11-394O4.3,False
FABP6,FABP6,False
GABRB2,GABRB2,False
FAM153C,FAM153C,False
RP11-157J24.2,RP11-157J24.2,False
RP11-637O19.2,RP11-637O19.2,True
RP11-679B17.2,RP11-679B17.2,False
RP11-524C21.2,RP11-524C21.2,False
PRL,PRL,False
U91328.22,U91328.22,False
RP1-153G14.4,RP1-153G14.4,False
HCG15,HCG15,False
TRIM31-AS1,TRIM31-AS1,False
PSORS1C2,PSORS1C2,False
TULP1,TULP1,False
PRPH2,PRPH2,False
TDRD6,TDRD6,False
RP3-483K16.4,RP3-483K16.4,False
BMP5,BMP5,False
EYS,EYS,False
COL9A1,COL9A1,False
RP11-415D17.3,RP11-415D17.3,False
LINC01611,LINC01611,False
GABRR1,GABRR1,False
BVES-AS1,BVES-AS1,False
SLC35F1,SLC35F1,False
RP1-69D17.3,RP1-69D17.3,False
EYA4,EYA4,False
TCF21,TCF21,False
RP13-143G15.4,RP13-143G15.4,False
RP5-899B16.1,RP5-899B16.1,False
RP3-332B22.1,RP3-332B22.1,True
RP11-439L18.1,RP11-439L18.1,False
GRM1,GRM1,False
LUADT1,LUADT1,False
RP5-933K21.3,RP5-933K21.3,False
RP11-300M24.1,RP11-300M24.1,False
RP1-137D17.2,RP1-137D17.2,False
RP11-1275H24.3,RP11-1275H24.3,False
CTB-161C1.1,CTB-161C1.1,False
DGKB,DGKB,False
AC003986.6,AC003986.6,False
CTD-2227E11.1,CTD-2227E11.1,False
CALN1,CALN1,False
RP5-1185I7.1,RP5-1185I7.1,False
AC002429.5,AC002429.5,False
DLX6,DLX6,False
GS1-259H13.2,GS1-259H13.2,False
AC002066.1,AC002066.1,True
RNF148,RNF148,False
AC000124.1,AC000124.1,False
FAM71F1,FAM71F1,False
RP11-2E11.6,RP11-2E11.6,False
RP11-644N4.1,RP11-644N4.1,False
SHOX,SHOX,False
LINC01546,LINC01546,False
GK-AS1,GK-AS1,False
PAGE2B,PAGE2B,False
IL13RA2,IL13RA2,True
LINC00629,LINC00629,False
PNMA5,PNMA5,False
TMLHE-AS1,TMLHE-AS1,False
RP11-351I21.11,RP11-351I21.11,False
EXTL3-AS1,EXTL3-AS1,False
RP11-863K10.7,RP11-863K10.7,False
RP11-930P14.1,RP11-930P14.1,False
PXDNL,PXDNL,False
CTD-2339F6.1,CTD-2339F6.1,True
RP11-531A24.5,RP11-531A24.5,False
SLC10A5,SLC10A5,False
AF121898.3,AF121898.3,True
RP11-1C8.5,RP11-1C8.5,False
ERICD,ERICD,False
RP11-429J17.2,RP11-429J17.2,False
RP11-429J17.7,RP11-429J17.7,False
PGM5P3-AS1,PGM5P3-AS1,False
DMRT3,DMRT3,False
RP11-509J21.2,RP11-509J21.2,False
TYRP1,TYRP1,False
SAXO1,SAXO1,False
RP11-408N14.1,RP11-408N14.1,False
SPINK4,SPINK4,False
CCL27,CCL27,False
RP11-182N22.8,RP11-182N22.8,False
FAM221B,FAM221B,False
AC129778.2,AC129778.2,False
GDA,GDA,False
RP11-165J3.6,RP11-165J3.6,False
GRIN3A,GRIN3A,False
SMC2-AS1,SMC2-AS1,False
FAM225B,FAM225B,False
GSN-AS1,GSN-AS1,False
RP11-56D16.8,RP11-56D16.8,False
RP11-339B21.13,RP11-339B21.13,False
RP11-334J6.6,RP11-334J6.6,False
LL09NC01-139C3.1,LL09NC01-139C3.1,False
KCNT1,KCNT1,False
RP11-83N9.5,RP11-83N9.5,False
RP11-23F23.2,RP11-23F23.2,False
OR51E1,OR51E1,False
OR51E2,OR51E2,True
UBQLNL,UBQLNL,False
PTPN5,PTPN5,False
CTD-2507G9.1,CTD-2507G9.1,False
ANO3,ANO3,False
RP11-390K5.3,RP11-390K5.3,False
ZP1,ZP1,False
SLC22A10,SLC22A10,False
OVOL1-AS1,OVOL1-AS1,False
TSGA10IP,TSGA10IP,False
C11orf72,C11orf72,False
MRGPRF-AS1,MRGPRF-AS1,False
AP000439.2,AP000439.2,False
RP11-643C9.2,RP11-643C9.2,False
GPR83,GPR83,False
RP11-685N10.1,RP11-685N10.1,False
RP11-108O10.2,RP11-108O10.2,False
TEX12,TEX12,False
BACE1-AS,BACE1-AS,False
AP002954.3,AP002954.3,False
RP11-195B3.1,RP11-195B3.1,False
LINC00704,LINC00704,False
RP11-336A10.5,RP11-336A10.5,False
RP11-536K7.5,RP11-536K7.5,False
PROSER2-AS1,PROSER2-AS1,False
RP11-186N15.3,RP11-186N15.3,False
RP11-295P9.12,RP11-295P9.12,False
RP11-258F22.1,RP11-258F22.1,False
RP11-179K3.2,RP11-179K3.2,False
OIT3,OIT3,True
RP11-574K11.31,RP11-574K11.31,False
LINC00857,LINC00857,False
FAM25A,FAM25A,False
RP11-690P14.4,RP11-690P14.4,False
CYP17A1,CYP17A1,False
BTBD16,BTBD16,False
RP11-151A10.3,RP11-151A10.3,False
RP11-432J24.2,RP11-432J24.2,False
RP11-432J24.5,RP11-432J24.5,False
RP11-598F7.5,RP11-598F7.5,False
RP11-598F7.6,RP11-598F7.6,False
SLC6A13,SLC6A13,False
RP5-1063M23.2,RP5-1063M23.2,False
NANOG,NANOG,True
ZNF705A,ZNF705A,False
RP11-174G6.1,RP11-174G6.1,True
RP11-421F16.3,RP11-421F16.3,False
RP11-1060J15.9,RP11-1060J15.9,False
MANSC4,MANSC4,False
PDZRN4,PDZRN4,False
RP11-161H23.9,RP11-161H23.9,False
RP11-407N8.6,RP11-407N8.6,False
RP11-923I11.8,RP11-923I11.8,False
HOXC5,HOXC5,False
FLJ12825,FLJ12825,False
RP11-834C11.8,RP11-834C11.8,False
RP11-81H14.1,RP11-81H14.1,False
GLIPR1L1,GLIPR1L1,False
ALX1,ALX1,False
RP11-554E23.4,RP11-554E23.4,False
RP11-210L7.3,RP11-210L7.3,False
RP11-136L23.2,RP11-136L23.2,False
RP11-131L12.4,RP11-131L12.4,False
RP11-64B16.3,RP11-64B16.3,False
RP11-728G15.1,RP11-728G15.1,False
HPD,HPD,False
CLIP1-AS1,CLIP1-AS1,False
RP11-214K3.24,RP11-214K3.24,False
RP11-21K12.3,RP11-21K12.3,False
LINC00621,LINC00621,False
LINC00365,LINC00365,False
TRPC4,TRPC4,False
LINC00571,LINC00571,False
RP11-269C23.5,RP11-269C23.5,False
HTR2A,HTR2A,False
LINC00562,LINC00562,False
SLITRK1,SLITRK1,False
HS6ST3,HS6ST3,False
SLC15A1,SLC15A1,False
RP11-255P5.2,RP11-255P5.2,False
GRTP1-AS1,GRTP1-AS1,False
RP11-84C10.2,RP11-84C10.2,False
CTSG,CTSG,True
FOXG1,FOXG1,False
LINC01551,LINC01551,False
RP11-596D21.1,RP11-596D21.1,False
LINC00517,LINC00517,False
RP11-247L20.4,RP11-247L20.4,False
RP11-102G14.1,RP11-102G14.1,False
RP11-840I19.5,RP11-840I19.5,False
AC005477.1,AC005477.1,False
RP5-1021I20.4,RP5-1021I20.4,False
SYNDIG1L,SYNDIG1L,False
RP11-1017G21.6,RP11-1017G21.6,False
LINC00637,LINC00637,False
RP11-932O9.10,RP11-932O9.10,True
TRPM1,TRPM1,False
RP11-3D4.2,RP11-3D4.2,False
RP11-1008C21.1,RP11-1008C21.1,False
RP11-462P6.1,RP11-462P6.1,False
RP11-96O20.5,RP11-96O20.5,False
RP11-227D13.4,RP11-227D13.4,False
RP11-295H24.4,RP11-295H24.4,False
CYP19A1,CYP19A1,False
CTD-2501E16.2,CTD-2501E16.2,False
RP11-39M21.1,RP11-39M21.1,False
CTD-2017F17.1,CTD-2017F17.1,False
LINC00593,LINC00593,False
NR2E3,NR2E3,False
RP11-16K12.1,RP11-16K12.1,False
RP11-38G5.4,RP11-38G5.4,False
RP11-775C24.5,RP11-775C24.5,False
CTD-2240J17.4,CTD-2240J17.4,False
SH3GL3,SH3GL3,False
RP11-326A19.4,RP11-326A19.4,False
PLIN1,PLIN1,False
RP11-697E2.12,RP11-697E2.12,False
CRAT37,CRAT37,False
RP11-505E24.2,RP11-505E24.2,False
HBZ,HBZ,False
HBA1,HBA1,False
RP11-616M22.7,RP11-616M22.7,False
LA16c-390E6.5,LA16c-390E6.5,False
IGFALS,IGFALS,False
LA16c-380H5.6,LA16c-380H5.6,False
RP11-95P2.3,RP11-95P2.3,False
LINC01290,LINC01290,True
RP11-66H6.3,RP11-66H6.3,False
U91319.1,U91319.1,False
CTD-2049O4.1,CTD-2049O4.1,False
GSG1L,GSG1L,False
RP11-435I10.4,RP11-435I10.4,True
RP11-24N18.1,RP11-24N18.1,False
RP11-426C22.4,RP11-426C22.4,False
RP11-455F5.6,RP11-455F5.6,False
RP11-347C12.11,RP11-347C12.11,False
RP11-2C24.7,RP11-2C24.7,False
CBLN1,CBLN1,False
CTD-3032H12.2,CTD-3032H12.2,False
SLC6A2,SLC6A2,False
RP11-413H22.2,RP11-413H22.2,False
RP11-21L1.1,RP11-21L1.1,False
RP11-403P17.3,RP11-403P17.3,False
RP11-61A14.4,RP11-61A14.4,False
RP11-61A14.1,RP11-61A14.1,False
CTD-2033A16.1,CTD-2033A16.1,False
RP11-529K1.4,RP11-529K1.4,False
RP11-432I5.6,RP11-432I5.6,False
PMFBP1,PMFBP1,False
RP5-991G20.6,RP5-991G20.6,False
RP11-346C20.4,RP11-346C20.4,False
AC009120.11,AC009120.11,False
RP11-505K9.4,RP11-505K9.4,False
RP11-442O1.4,RP11-442O1.4,False
CDH15,CDH15,False
RP11-356C4.3,RP11-356C4.3,False
RP5-1050D4.3,RP5-1050D4.3,False
RNF222,RNF222,False
RP11-85B7.5,RP11-85B7.5,False
LINC00670,LINC00670,False
RP11-385D13.1,RP11-385D13.1,False
FAM106A,FAM106A,False
FBXW10,FBXW10,False
EPN2-AS1,EPN2-AS1,False
RNF112,RNF112,False
RP11-138P22.1,RP11-138P22.1,False
RP11-354P11.3,RP11-354P11.3,True
CTD-2349P21.9,CTD-2349P21.9,False
RP13-753N3.1,RP13-753N3.1,False
RP11-686D22.4,RP11-686D22.4,False
NEUROD2,NEUROD2,False
KLHL10,KLHL10,False
CTB-175E5.7,CTB-175E5.7,False
RP11-669E14.6,RP11-669E14.6,False
MYL4,MYL4,False
HOXB-AS3,HOXB-AS3,False
HOXB5,HOXB5,False
TMEM92,TMEM92,False
RP11-1018N14.1,RP11-1018N14.1,False
EFCAB3,EFCAB3,False
FADS6,FADS6,False
MGAT5B,MGAT5B,False
RP11-13K12.1,RP11-13K12.1,False
RP11-455O6.8,RP11-455O6.8,False
LINC00482,LINC00482,True
RP13-1032I1.11,RP13-1032I1.11,False
RP11-388C12.1,RP11-388C12.1,False
AC139099.5,AC139099.5,False
RP11-672L10.6,RP11-672L10.6,False
GACAT2,GACAT2,False
RP11-15F12.1,RP11-15F12.1,False
CTD-2171N6.1,CTD-2171N6.1,False
RP11-706P11.2,RP11-706P11.2,True
CCBE1,CCBE1,False
RP11-879F14.2,RP11-879F14.2,False
RP5-1116H23.3,RP5-1116H23.3,False
RP4-585I14.3,RP4-585I14.3,False
KIZ-AS1,KIZ-AS1,False
RP5-965G21.6,RP5-965G21.6,False
LINC01597,LINC01597,False
HM13-AS1,HM13-AS1,True
C20orf203,C20orf203,False
RP5-1125A11.7,RP5-1125A11.7,False
RP5-906C1.1,RP5-906C1.1,False
TRERNA1,TRERNA1,False
FAM209A,FAM209A,False
PHACTR3,PHACTR3,False
CDH4,CDH4,False
RP4-583P15.10,RP4-583P15.10,False
APC2,APC2,False
CLEC4M,CLEC4M,False
CTD-2369P2.10,CTD-2369P2.10,False
CYP4F3,CYP4F3,False
TMEM221,TMEM221,False
KCNN1,KCNN1,False
PIK3R2,PIK3R2,False
SLC7A9,SLC7A9,False
SCGB2B2,SCGB2B2,False
AF038458.5,AF038458.5,False
CTD-3064H18.2,CTD-3064H18.2,False
CCER2,CCER2,True
CYP2A6,CYP2A6,False
HIF3A,HIF3A,False
ZNF114,ZNF114,False
KCNA7,KCNA7,False
CTD-2545M3.8,CTD-2545M3.8,False
NLRP12,NLRP12,False
AC012314.8,AC012314.8,False
TMEM190,TMEM190,False
VN1R1,VN1R1,False
CTD-2619J13.13,CTD-2619J13.13,False
CTD-2619J13.27,CTD-2619J13.27,False
LINC01297.1,LINC01297.1,False
SLC25A18,SLC25A18,False
XXbac-B444P24.14,XXbac-B444P24.14,False
XXbac-B135H6.18,XXbac-B135H6.18,False
CCDC116,CCDC116,False
PRAME,PRAME,False
IGLC5,IGLC5,False
RSPH14,RSPH14,False
KB-1125A3.11,KB-1125A3.11,True
RP5-1172A22.1,RP5-1172A22.1,True
SEC14L6,SEC14L6,False
CTA-212A2.4,CTA-212A2.4,False
CTA-212A2.3,CTA-212A2.3,True
CTA-212A2.2,CTA-212A2.2,False
TMPRSS6,TMPRSS6,False
RP3-333H23.8,RP3-333H23.8,False
CSDC2,CSDC2,False
Z83851.4,Z83851.4,False
SULT4A1,SULT4A1,False
RP6-109B7.2,RP6-109B7.2,False
RP3-439F8.1,RP3-439F8.1,False
ACR,ACR,False
AL109761.5,AL109761.5,False
AP000223.42,AP000223.42,False
OLIG1,OLIG1,False
RIPPLY3,RIPPLY3,False
AF064858.8,AF064858.8,False
KB-51A8.1,KB-51A8.1,False
KB-68A7.1,KB-68A7.1,False
LINC01424,LINC01424,False
RP11-547D24.1,RP11-547D24.1,False
RP11-344P13.6,RP11-344P13.6,False
RHBG,RHBG,False
CFHR3,CFHR3,False
LINC00582,LINC00582,False
AC015969.3,AC015969.3,False
SH3RF3-AS1,SH3RF3-AS1,False
CPO,CPO,False
VIPR1-AS1,VIPR1-AS1,False
RP11-135A1.2,RP11-135A1.2,False
TM4SF19-TCTEX1D2,TM4SF19-TCTEX1D2,True
RP11-484O2.1,RP11-484O2.1,False
RP11-742B18.1,RP11-742B18.1,False
IBSP,IBSP,False
GRM6,GRM6,False
LRFN2,LRFN2,False
XX-C2158C6.3,XX-C2158C6.3,False
AC007036.6,AC007036.6,False
CYP3A43,CYP3A43,False
CFAP47,CFAP47,False
CSAG1,CSAG1,False
DLGAP2,DLGAP2,False
CASC9,CASC9,False
FAM135B,FAM135B,False
TMEM249,TMEM249,False
RP11-764K9.1,RP11-764K9.1,False
RP11-440G5.2,RP11-440G5.2,False
LYZL2,LYZL2,False
ZNF503-AS1,ZNF503-AS1,False
ARMS2,ARMS2,False
PDE6H,PDE6H,False
C12orf80,C12orf80,False
CTD-2021H9.3,CTD-2021H9.3,False
OTOGL,OTOGL,False
RP11-511B23.3,RP11-511B23.3,False
RP11-116D17.3,RP11-116D17.3,False
LINC00383,LINC00383,False
RP11-318G21.4,RP11-318G21.4,True
NOVA1-AS1,NOVA1-AS1,False
ADAM21,ADAM21,False
ACTC1,ACTC1,True
C15orf59,C15orf59,False
LA16c-312E8.2,LA16c-312E8.2,False
RP11-304L19.2,RP11-304L19.2,False
AC015922.6,AC015922.6,False
CTC-457L16.2,CTC-457L16.2,False
KRT27,KRT27,True
WNT9B,WNT9B,False
TMEM92-AS1,TMEM92-AS1,True
NME1-NME2,NME1-NME2,False
CACNG1,CACNG1,False
RP1-278O22.1,RP1-278O22.1,False
CSTL1,CSTL1,False
TLDC2,TLDC2,False
CBLN4,CBLN4,False
CTC-518P12.6,CTC-518P12.6,False
LLNLR-304G9.1,LLNLR-304G9.1,False
CYP4F8,CYP4F8,False
CYP2B6,CYP2B6,False
CCDC188,CCDC188,False
DSCR8,DSCR8,False
LINC01342,LINC01342,False
RP11-338N10.1,RP11-338N10.1,False
NPPA,NPPA,False
ACTL8,ACTL8,False
LINC01141,LINC01141,False
RP4-710M16.2,RP4-710M16.2,False
CRP,CRP,False
RP1-35C21.1,RP1-35C21.1,False
RP11-61J19.2,RP11-61J19.2,False
RP11-278H7.1,RP11-278H7.1,False
AC108868.5,AC108868.5,True
AC007879.2,AC007879.2,False
AC114730.8,AC114730.8,False
RP11-723O4.9,RP11-723O4.9,False
CHRNA9,CHRNA9,True
UGT2B28,UGT2B28,False
RP11-45L9.1,RP11-45L9.1,False
RRH,RRH,False
RP13-884E18.2,RP13-884E18.2,False
RP11-310P5.1,RP11-310P5.1,False
PCDHA7,PCDHA7,False
IL12B,IL12B,False
ADRA1B,ADRA1B,False
HMP19,HMP19,False
RP3-369A17.4,RP3-369A17.4,False
EVX1,EVX1,True
NPC1L1,NPC1L1,False
BHLHA15,BHLHA15,True
MNX1,MNX1,False
TEX11,TEX11,True
PLS3-AS1,PLS3-AS1,False
RP11-10A14.3,RP11-10A14.3,False
NAT2,NAT2,False
KB-1043D8.6,KB-1043D8.6,False
KB-1930G5.4,KB-1930G5.4,False
RP13-467H17.1,RP13-467H17.1,False
CTD-2517M22.17,CTD-2517M22.17,False
C9orf129,C9orf129,False
RP11-281A20.2,RP11-281A20.2,True
PRDM12,PRDM12,False
RP11-231N3.1,RP11-231N3.1,False
RP5-1024C24.1,RP5-1024C24.1,False
MS4A18,MS4A18,False
RP11-703H8.9,RP11-703H8.9,False
MIR4300HG,MIR4300HG,False
RP11-264E20.1,RP11-264E20.1,False
RP11-482E14.1,RP11-482E14.1,False
TUBAL3,TUBAL3,False
C10orf113,C10orf113,False
RP11-464F9.22,RP11-464F9.22,False
SORCS1,SORCS1,False
LINC00940,LINC00940,False
LINC01489,LINC01489,False
LACRT,LACRT,False
DCD,DCD,False
LINC00412,LINC00412,False
LINC00398,LINC00398,False
RP11-141M1.1,RP11-141M1.1,False
RP11-753D20.3,RP11-753D20.3,False
RP11-365N19.2,RP11-365N19.2,False
RP11-102L12.2,RP11-102L12.2,False
CHRNA3,CHRNA3,False
CHRNB4,CHRNB4,False
RP11-715J22.4,RP11-715J22.4,False
RP11-127I20.5,RP11-127I20.5,False
RP11-85B7.2,RP11-85B7.2,False
CFAP52,CFAP52,False
PRAC2,PRAC2,False
TTLL6,TTLL6,False
RP11-156L14.1,RP11-156L14.1,False
RP11-552F3.10,RP11-552F3.10,False
RP11-353N14.7,RP11-353N14.7,False
RP11-699A5.2,RP11-699A5.2,False
RP11-116O18.3,RP11-116O18.3,False
CTD-2008L17.1,CTD-2008L17.1,False
CST4,CST4,False
RP1-63M2.5,RP1-63M2.5,False
RP11-112L6.3,RP11-112L6.3,True
RP4-530I15.6,RP4-530I15.6,False
CATSPERD,CATSPERD,False
AC005253.4,AC005253.4,False
CEACAM5,CEACAM5,False
IGFL1,IGFL1,True
PLA2G4C-AS1,PLA2G4C-AS1,False
AC022154.7,AC022154.7,True
LIM2,LIM2,False
C19orf84,C19orf84,False
SMIM17,SMIM17,False
GALR3,GALR3,False
RP11-338N10.3,RP11-338N10.3,False
RP3-340N1.2,RP3-340N1.2,False
MYBPHL,MYBPHL,False
RXRG,RXRG,False
SRD5A2,SRD5A2,False
NT5DC4,NT5DC4,False
AC072062.3,AC072062.3,False
LINC01208,LINC01208,False
RP11-329B9.1,RP11-329B9.1,False
BMP3,BMP3,False
RP11-1E22.1,RP11-1E22.1,True
FSTL5,FSTL5,False
CTD-2376I4.1,CTD-2376I4.1,False
CTD-2281M20.1,CTD-2281M20.1,False
RP11-443C10.1,RP11-443C10.1,True
RP11-360O19.4,RP11-360O19.4,False
OR2B6,OR2B6,False
GUCA1A,GUCA1A,False
AL023806.1,AL023806.1,False
HECW1,HECW1,False
TAF7L,TAF7L,False
LINC01474,LINC01474,False
RP11-60I3.4,RP11-60I3.4,False
RP11-1036E20.9,RP11-1036E20.9,False
PLCE1-AS1,PLCE1-AS1,False
CALHM3,CALHM3,False
SLC38A4,SLC38A4,False
AC022816.2,AC022816.2,False
RP11-61L19.2,RP11-61L19.2,False
RP11-108P20.4,RP11-108P20.4,False
AC002511.2,AC002511.2,False
CTB-102L5.4,CTB-102L5.4,False
KB-208E9.1,KB-208E9.1,False
KB-226F1.2,KB-226F1.2,False
SPECC1L-ADORA2A,SPECC1L-ADORA2A,False
MGC39584,MGC39584,False
RP11-547D24.3,RP11-547D24.3,False
RP11-22L13.1,RP11-22L13.1,False
RP11-431K24.3,RP11-431K24.3,False
RP3-510D11.4,RP3-510D11.4,False
RP4-680D5.8,RP4-680D5.8,False
LIN28A,LIN28A,False
LOR,LOR,False
SPTA1,SPTA1,False
RP11-280O1.2,RP11-280O1.2,False
DUSP27,DUSP27,False
LINC00184,LINC00184,False
GCSAML,GCSAML,True
RP11-493E12.1,RP11-493E12.1,False
AC159540.2,AC159540.2,False
AC097499.1,AC097499.1,False
AC098823.3,AC098823.3,False
AC105760.3,AC105760.3,False
DCLK3,DCLK3,False
RUVBL1-AS1,RUVBL1-AS1,False
RP11-362A9.3,RP11-362A9.3,False
RP11-513G11.3,RP11-513G11.3,False
C4orf45,C4orf45,False
CTD-2292M14.1,CTD-2292M14.1,False
PCDHA6,PCDHA6,False
AC005592.1,AC005592.1,False
LINC01600,LINC01600,True
ERVFRD-1,ERVFRD-1,False
POPDC3,POPDC3,False
LINC00602,LINC00602,False
AC007128.1,AC007128.1,False
RP11-486P11.1,RP11-486P11.1,False
RP11-1L9.1,RP11-1L9.1,False
RP1-122K4.3,RP1-122K4.3,False
PIH1D3,PIH1D3,False
ADRA1A,ADRA1A,False
RP11-495O10.1,RP11-495O10.1,False
RP11-723D22.3,RP11-723D22.3,False
RP11-567J20.3,RP11-567J20.3,False
RP11-1C8.6,RP11-1C8.6,False
LINC00977,LINC00977,False
RP11-520P18.5,RP11-520P18.5,False
MAFA-AS1,MAFA-AS1,False
